Date,machine_hours,idle_percentage,operating_percentage,total_fuel,gal_hour,Shovel
2024-09-16,9.245,14.0,86.0,80.5001,8.7074,CAT 336-8
2024-09-15,8.947,23.0,77.0,72.3749,8.0893,CAT 336-8
2024-09-14,8.971,20.0,80.0,78.3751,8.7365,CAT 336-8
2024-09-13,9.206,21.0,79.0,73.1249,7.9432,CAT 336-8
2024-09-12,5.258,25.0,75.0,42.1249,8.0116,CAT 336-8
2024-09-11,3.089,13.0,87.0,27.7499,8.9835,CAT 336-8
2024-09-10,8.81,23.0,77.0,71.5,8.1158,CAT 336-8
2024-09-09,4.131,22.0,78.0,34.2499,8.291,CAT 336-8
2024-09-08,8.877,16.0,84.0,80.8749,9.1106,CAT 336-8
2024-09-07,7.671,20.0,80.0,65.75,8.5712,CAT 336-8
2024-09-06,8.776,22.0,78.0,73.5,8.3751,CAT 336-8
2024-09-05,8.489,20.0,80.0,71.375,8.4079,CAT 336-8
2024-09-04,9.127,18.0,82.0,79.875,8.7515,CAT 336-8
2024-09-03,8.368,14.0,86.0,76.8748,9.1868,CAT 336-8
2024-09-02,8.144,43.0,57.0,52.8751,6.4925,CAT 336-8
2024-09-01,7.878,36.0,64.0,49.1249,6.2357,CAT 336-8
2024-08-31,9.157,9.0,91.0,82.875,9.0505,CAT 336-8
2024-08-30,7.363,10.0,90.0,67.6249,9.1844,CAT 336-8
2024-08-29,9.333,13.0,87.0,83.3751,8.9334,CAT 336-8
2024-08-28,9.404,10.0,90.0,88.1249,9.371,CAT 336-8
2024-08-27,9.279,11.0,89.0,86.7499,9.349,CAT 336-8
2024-08-26,9.113,8.0,92.0,84.125,9.2313,CAT 336-8
2024-08-24,5.051,17.0,83.0,37.3751,7.3995,CAT 336-8
2024-08-23,3.98,8.0,92.0,36.75,9.2337,CAT 336-8
2024-08-22,9.383,10.0,90.0,85.625,9.1256,CAT 336-8
2024-08-21,9.406,11.0,89.0,87.4998,9.3026,CAT 336-8
2024-08-20,9.476,16.0,84.0,83.8749,8.8513,CAT 336-8
2024-08-19,9.673,14.0,86.0,86.1251,8.9037,CAT 336-8
2024-08-18,9.164,10.0,90.0,84.4999,9.2208,CAT 336-8
2024-08-17,9.391,5.0,95.0,98.375,10.4755,CAT 336-8
2024-08-16,9.251,18.0,82.0,80.3749,8.6882,CAT 336-8
2024-08-15,9.446,5.0,95.0,95.1249,10.0704,CAT 336-8
2024-08-14,9.384,12.0,88.0,87.0,9.2711,CAT 336-8
2024-08-13,10.234,13.0,87.0,94.9999,9.2828,CAT 336-8
2024-08-12,9.377,11.0,89.0,90.1249,9.6113,CAT 336-8
2024-08-11,3.955,52.0,48.0,19.875,5.0253,CAT 336-8
2024-08-10,5.58,18.0,82.0,48.125,8.6246,CAT 336-8
2024-08-09,6.785,11.0,89.0,63.5001,9.3589,CAT 336-8
2024-08-08,4.652,25.0,75.0,34.9999,7.5236,CAT 336-8
2024-08-07,4.443,79.0,21.0,9.0001,2.0257,CAT 336-8
2024-08-06,2.044,83.0,17.0,3.1249,1.5288,CAT 336-8
2024-08-05,4.482,81.0,19.0,7.125,1.5897,CAT 336-8
2024-08-04,1.679,77.0,23.0,2.75,1.6379,CAT 336-8
2024-08-03,1.478,20.825806451612902,79.1741935483871,11.605878667096773,7.85242129032258,CAT 336-8
2024-07-25,1.037,63.0,37.0,1.8751,1.8082,CAT 336-8
2024-01-20,0.876,57.0,43.0,2.25,2.5684,CAT 336-8
2024-01-19,0.516,68.0,32.0,0.8749,1.6956,CAT 336-8
2024-01-18,19.773,14.0,86.0,159.25,8.0539,CAT 336-8
2024-01-17,15.643,6.0,94.0,143.75,9.1894,CAT 336-8
2024-01-16,18.929,18.0,82.0,155.75,8.2281,CAT 336-8
2024-01-15,14.305,17.0,83.0,121.875,8.5198,CAT 336-8
2024-01-14,14.726,7.0,93.0,139.5,9.473,CAT 336-8
2024-01-13,17.382,21.0,79.0,137.8748,7.9321,CAT 336-8
2024-01-12,15.668,21.0,79.0,125.1248,7.986,CAT 336-8
2024-01-11,14.118,17.0,83.0,114.2499,8.0925,CAT 336-8
2024-01-10,12.11,10.0,90.0,106.875,8.8254,CAT 336-8
2024-01-09,9.477,9.0,91.0,87.6251,9.2461,CAT 336-8
2024-01-08,9.433,5.0,95.0,95.1249,10.0843,CAT 336-8
2024-01-07,7.187,10.0,90.0,63.75,8.8702,CAT 336-8
2024-01-06,15.482,10.0,90.0,138.6248,8.9539,CAT 336-8
2024-01-05,18.911,12.0,88.0,164.125,8.6788,CAT 336-8
2024-01-04,18.568,11.0,89.0,163.3748,8.7987,CAT 336-8
2024-01-03,19.213,13.0,87.0,162.125,8.4383,CAT 336-8
2024-01-02,8.739,10.0,90.0,76.2501,8.7253,CAT 336-8
